hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,customer_id,customer_name
City Hotel,0,122,2016,March,14,27,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,0,Transient-Party,107.0,0,1,Check-Out,2016-03-30,86325,Amit Singh
City Hotel,0,3,2016,April,18,25,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,4,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2016-04-26,81703,Vivek Patel
City Hotel,0,178,2016,August,35,23,0,3,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,143.7,1,1,Check-Out,2016-08-26,96011,Riya Verma
City Hotel,0,83,2016,March,14,28,1,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,,0,Transient,80.75,0,0,Check-Out,2016-04-02,86459,Neha Gupta
City Hotel,1,279,2015,July,30,23,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.8,0,0,Canceled,2014-10-17,73893,Kunal Joshi
Resort Hotel,1,162,2016,August,36,31,2,7,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,141.33,0,0,Canceled,2016-07-21,7977,Kritika Rao
Resort Hotel,0,16,2016,December,52,24,2,1,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,99.33,0,0,Check-Out,2016-12-27,31484,Rohan Mehta
Resort Hotel,1,108,2016,March,13,21,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,48.0,0,1,Canceled,2016-01-04,4599,Kunal Joshi
City Hotel,0,13,2016,October,42,10,1,2,2,0.0,0,BB,USA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,332.0,0,Transient,159.0,0,0,Check-Out,2016-10-13,99467,Sameer Shah
Resort Hotel,0,130,2016,August,34,20,4,10,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,189.86,0,0,Check-Out,2016-09-03,27671,Rohan Mehta
City Hotel,1,178,2016,August,34,18,0,3,1,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,124.5,0,0,Canceled,2016-03-04,55767,Aisha Khan
Resort Hotel,0,217,2017,August,35,29,0,4,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,410.0,,0,Transient,106.35,0,1,Check-Out,2017-09-02,40050,Neha Gupta
Resort Hotel,0,73,2017,February,7,17,1,2,2,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,498.0,0,Transient-Party,40.0,0,0,Check-Out,2017-02-20,33443,Kritika Rao
Resort Hotel,0,4,2016,November,48,26,2,1,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,43.0,0,1,Check-Out,2016-11-29,30731,Priya Nair
Resort Hotel,1,126,2017,June,25,20,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410.0,,0,Transient,63.0,0,0,Canceled,2017-02-14,12354,Kritika Rao
City Hotel,0,7,2016,August,35,26,2,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,143.0,0,1,Check-Out,2016-08-30,96313,Arjun Sharma
City Hotel,1,230,2016,July,31,26,0,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,,0,Transient-Party,95.75,0,1,Canceled,2016-01-25,54874,Arjun Sharma
Resort Hotel,1,72,2016,February,6,6,2,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0,Canceled,2016-01-19,4004,Kritika Rao
City Hotel,1,226,2017,June,24,16,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,105.0,0,0,Canceled,2017-04-21,70499,Kunal Joshi
Resort Hotel,0,63,2017,April,15,10,1,2,1,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,63.95,0,0,Check-Out,2017-04-13,35168,Arjun Sharma
City Hotel,0,127,2016,April,18,28,1,3,2,0.0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient,90.0,0,0,Check-Out,2016-05-02,88253,Manish Yadav
City Hotel,1,87,2017,April,15,15,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,95.0,0,0,Canceled,2017-01-18,66323,Sameer Shah
City Hotel,1,19,2016,September,39,23,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,159.0,0,1,Canceled,2016-09-20,57428,Neha Gupta
City Hotel,0,21,2017,February,8,20,1,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.0,0,0,Check-Out,2017-02-22,106236,Sahil Bansal
Resort Hotel,0,39,2015,November,46,11,1,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,66.64,0,0,Check-Out,2015-11-16,3131,Aisha Khan
City Hotel,1,3,2015,September,36,5,2,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,0.0,0,0,Canceled,2015-09-03,42537,Amit Singh
City Hotel,0,6,2016,September,39,22,0,1,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,159.0,0,3,Check-Out,2016-09-23,98063,Sahil Bansal
City Hotel,1,169,2017,April,16,21,2,3,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,1,Canceled,2016-11-08,66679,Amit Singh
Resort Hotel,1,95,2017,April,14,8,2,3,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,150.0,0,0,Canceled,2017-01-19,10944,Priya Nair
City Hotel,0,27,2017,February,6,5,2,2,1,0.0,0,BB,JPN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,68.0,0,1,Check-Out,2017-02-09,105540,Sahil Bansal
Resort Hotel,1,155,2015,October,44,31,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,36.0,0,0,Canceled,2015-10-26,2916,Kritika Rao
City Hotel,0,14,2017,May,18,2,0,4,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,127.5,0,1,Check-Out,2017-05-06,111190,Vivek Patel
Resort Hotel,0,0,2017,July,28,12,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,8.0,0,0,Check-Out,2017-07-13,38369,Aisha Khan
Resort Hotel,0,277,2015,October,41,6,2,5,2,0.0,0,HB,GBR,Groups,Direct,0,0,0,D,E,0,No Deposit,273.0,,0,Transient-Party,68.74,0,0,Check-Out,2015-10-13,17597,Priya Nair
City Hotel,1,6,2015,September,37,11,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,127.0,0,0,Canceled,2015-09-07,43002,Manish Yadav
City Hotel,1,46,2017,March,13,27,1,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,106.2,0,0,Canceled,2017-02-10,65294,Kunal Joshi
Resort Hotel,1,77,2015,September,40,28,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,175.0,,0,Transient,74.6,0,1,Canceled,2015-07-25,2130,Riya Verma
Resort Hotel,0,315,2015,September,40,29,2,7,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,71.26,0,0,Check-Out,2015-10-08,17465,Priya Nair
City Hotel,0,263,2017,June,25,23,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,105.0,0,1,Check-Out,2017-06-27,114839,Riya Verma
City Hotel,1,112,2017,April,15,12,0,3,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,172.5,0,1,Canceled,2017-01-08,66081,Arjun Sharma
City Hotel,0,3,2017,January,1,5,0,3,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.1,0,1,Check-Out,2017-01-08,104288,Aisha Khan
Resort Hotel,0,222,2017,June,25,23,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,76.23,0,1,Check-Out,2017-06-28,37851,Kritika Rao
City Hotel,1,128,2017,August,31,4,0,1,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,195.0,0,0,Canceled,2017-07-12,72821,Kunal Joshi
City Hotel,1,40,2017,March,13,29,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,158.0,0,0,Canceled,2017-03-19,65326,Arjun Sharma
Resort Hotel,0,34,2016,March,11,8,2,5,2,0.0,0,FB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,115.0,,0,Transient,83.33,0,1,Check-Out,2016-03-15,22102,Aisha Khan
City Hotel,0,8,2015,October,44,29,1,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,94.24,0,0,Check-Out,2015-11-02,79811,Amit Singh
City Hotel,1,196,2016,August,32,4,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.3,0,0,Canceled,2016-01-25,55192,Arjun Sharma
Resort Hotel,0,3,2016,December,49,1,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,1,Check-Out,2016-12-03,30839,Neha Gupta
Resort Hotel,0,274,2017,August,33,16,2,4,2,1.0,0,HB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,,0,Transient,224.1,1,3,Check-Out,2017-08-22,39672,Arjun Sharma
Resort Hotel,0,6,2016,March,12,15,0,2,1,0.0,0,BB,,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,,0,Transient,30.0,0,0,Check-Out,2016-03-17,22181,Sameer Shah
City Hotel,0,5,2015,December,50,9,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient-Party,58.0,0,1,Check-Out,2015-12-12,81566,Arjun Sharma
Resort Hotel,0,0,2015,September,40,30,0,1,2,0.0,0,BB,DEU,Corporate,Corporate,0,0,0,G,G,0,No Deposit,110.0,,0,Transient,90.1,0,0,Check-Out,2015-10-01,2163,Riya Verma
City Hotel,0,219,2017,June,25,18,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,1,Check-Out,2017-06-23,114580,Amit Singh
City Hotel,0,115,2016,May,19,4,1,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,99.45,0,1,Check-Out,2016-05-09,88693,Priya Nair
City Hotel,0,115,2016,April,15,8,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,34,Transient-Party,57.5,0,0,Check-Out,2016-04-10,86946,Neha Gupta
Resort Hotel,0,77,2015,September,40,28,2,5,2,0.0,0,HB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,78.1,0,2,Check-Out,2015-10-05,2141,Aisha Khan
City Hotel,1,302,2016,October,41,6,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,3.0,,0,Transient,105.0,0,0,Canceled,2015-12-29,82490,Diya Kapoor
Resort Hotel,0,1,2017,February,6,11,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,1,0,1,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,1,Check-Out,2017-02-12,22628,Priya Nair
Resort Hotel,0,129,2016,July,29,10,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,158.67,1,3,Check-Out,2016-07-16,26012,Riya Verma
City Hotel,0,0,2017,June,22,1,0,1,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,152.0,,0,Transient,92.98,0,0,Check-Out,2017-06-02,113148,Kritika Rao
City Hotel,0,9,2016,June,25,17,1,2,2,1.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,138.0,,0,Transient,95.0,0,1,Check-Out,2016-06-20,91460,Vivek Patel
City Hotel,0,28,2016,June,25,14,0,3,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,108.42,0,1,Check-Out,2016-06-17,91221,Rohan Mehta
City Hotel,0,10,2017,July,27,6,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,219.0,,0,Transient-Party,95.0,0,0,Check-Out,2017-07-07,115610,Kritika Rao
Resort Hotel,0,295,2017,March,11,15,2,4,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,26.64,0,1,Check-Out,2017-03-21,34449,Riya Verma
City Hotel,1,127,2016,April,18,28,1,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,80.0,0,0,Canceled,2016-02-10,50424,Sameer Shah
Resort Hotel,1,22,2017,April,14,6,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,115.0,0,0,Canceled,2017-03-15,10918,Kunal Joshi
City Hotel,1,97,2017,March,11,14,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,31.0,,0,Transient,85.0,0,0,Canceled,2016-12-07,64739,Kritika Rao
City Hotel,0,59,2015,November,48,28,2,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,106.2,0,1,Check-Out,2015-12-04,81259,Amit Singh
Resort Hotel,0,21,2015,November,46,12,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,334.0,281.0,0,Transient-Party,40.0,0,0,Check-Out,2015-11-15,3150,Riya Verma
City Hotel,1,95,2017,July,30,28,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,1,Canceled,2017-04-24,72520,Kunal Joshi
City Hotel,0,153,2016,July,30,23,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.45,0,1,Check-Out,2016-07-27,93869,Aisha Khan
City Hotel,1,88,2017,August,32,12,2,5,3,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,195.0,0,1,Canceled,2017-05-18,73142,Arjun Sharma
City Hotel,0,3,2017,August,35,31,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,140.0,0,1,Check-Out,2017-09-01,119338,Riya Verma
City Hotel,1,31,2016,November,48,23,0,4,2,0.0,0,BB,MAR,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,,0,Transient,77.86,0,2,Canceled,2016-11-11,60935,Rohan Mehta
Resort Hotel,1,231,2015,July,28,7,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240.0,,0,Transient,110.7,0,0,Canceled,2015-03-17,14976,Neha Gupta
City Hotel,1,97,2017,March,9,4,2,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.2,0,1,Canceled,2016-12-25,64388,Diya Kapoor
City Hotel,1,6,2017,February,7,14,0,1,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,128.0,0,0,Canceled,2017-02-08,63670,Neha Gupta
City Hotel,0,34,2016,June,25,14,0,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,1,Check-Out,2016-06-17,91173,Manish Yadav
City Hotel,0,1,2016,January,2,8,0,2,2,0.0,0,SC,BRA,Online TA,TA/TO,1,11,0,A,A,0,No Deposit,9.0,,0,Transient-Party,67.5,0,0,Check-Out,2016-01-10,80132,Neha Gupta
City Hotel,0,13,2017,January,3,21,1,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,89.0,0,1,Check-Out,2017-01-23,104926,Neha Gupta
City Hotel,1,14,2016,April,16,16,2,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,127.67,0,0,Canceled,2016-04-04,49734,Amit Singh
City Hotel,0,4,2015,November,46,14,2,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,B,B,0,No Deposit,14.0,,0,Transient,81.0,0,1,Check-Out,2015-11-17,80471,Kunal Joshi
City Hotel,0,157,2017,August,31,1,0,4,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,137.25,0,0,Check-Out,2017-08-05,117595,Priya Nair
City Hotel,1,212,2016,October,42,9,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,75.23,0,0,Canceled,2016-03-12,58351,Neha Gupta
City Hotel,1,163,2016,June,24,5,2,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,171.0,,0,Transient,100.0,0,0,Canceled,2016-01-26,52502,Priya Nair
City Hotel,0,116,2016,October,44,23,2,2,2,0.0,1,BB,KOR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,104.85,0,2,Check-Out,2016-10-27,100447,Neha Gupta
Resort Hotel,1,106,2016,July,30,21,1,3,2,2.0,0,BB,ARG,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,252.0,0,0,Canceled,2016-06-13,7196,Priya Nair
Resort Hotel,1,72,2016,February,6,6,2,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0,Canceled,2016-01-19,4016,Manish Yadav
Resort Hotel,0,30,2016,February,8,20,2,5,2,0.0,1,BB,GBR,Direct,Direct,0,0,0,A,E,1,No Deposit,,,0,Transient,48.0,0,1,Check-Out,2016-02-27,21452,Riya Verma
Resort Hotel,0,222,2016,April,14,2,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,42.19,0,2,Check-Out,2016-04-09,4914,Tanvi Jain
City Hotel,0,263,2017,June,25,23,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,105.0,0,1,Check-Out,2017-06-27,114841,Manish Yadav
City Hotel,1,9,2016,April,17,19,0,1,2,0.0,0,SC,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.0,0,0,Canceled,2016-04-15,49850,Kritika Rao
City Hotel,1,317,2016,September,38,15,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,120.0,0,0,Canceled,2016-02-09,56924,Amit Singh
Resort Hotel,0,129,2016,March,14,28,2,5,3,0.0,0,BB,BEL,Direct,Direct,0,0,0,C,C,0,No Deposit,,,0,Transient,88.84,0,1,Check-Out,2016-04-04,22827,Neha Gupta
City Hotel,1,240,2016,December,50,10,2,1,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,67.5,0,2,Canceled,2016-11-05,61539,Sameer Shah
City Hotel,0,87,2016,May,22,22,2,5,2,0.0,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,85.0,0,0,Check-Out,2016-05-29,90018,Aisha Khan
City Hotel,0,23,2016,March,12,18,0,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient-Party,109.0,0,2,Check-Out,2016-03-19,85714,Amit Singh
Resort Hotel,0,0,2016,October,44,28,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,68.0,0,0,Check-Out,2016-10-29,29566,Sameer Shah
Resort Hotel,0,132,2016,July,30,18,1,3,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,196.0,,0,Transient,198.5,0,0,Check-Out,2016-07-22,26219,Arjun Sharma
City Hotel,1,479,2017,August,32,9,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,0,Canceled,2017-07-27,73007,Kunal Joshi
City Hotel,0,405,2017,July,27,4,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,114.4,0,0,Check-Out,2017-07-06,115482,Vivek Patel
Resort Hotel,0,29,2017,April,15,10,1,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,75.0,0,1,Check-Out,2017-04-11,35113,Aisha Khan
City Hotel,1,188,2016,June,25,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,,39,Transient,130.0,0,0,Canceled,2016-01-18,53082,Diya Kapoor
Resort Hotel,0,109,2015,November,46,13,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,80.8,1,2,Check-Out,2015-11-14,18298,Aisha Khan
City Hotel,1,184,2017,August,35,28,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,191.67,0,3,Canceled,2017-03-07,73726,Sameer Shah
City Hotel,0,214,2017,May,22,28,2,4,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,115.8,0,0,Check-Out,2017-06-03,113274,Priya Nair
City Hotel,0,39,2017,August,34,20,2,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,310.0,,0,Transient,140.0,0,0,Check-Out,2017-08-22,118664,Aisha Khan
City Hotel,0,28,2015,September,37,10,0,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,50.0,,0,Transient,97.0,0,0,Check-Out,2015-09-12,42882,Sameer Shah
Resort Hotel,0,283,2015,October,42,12,2,5,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,E,E,0,No Deposit,273.0,,0,Transient-Party,77.29,0,0,Check-Out,2015-10-19,17792,Neha Gupta
City Hotel,0,57,2016,February,7,7,2,2,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,B,B,0,No Deposit,,,0,Transient,65.0,0,1,Check-Out,2016-02-11,83843,Manish Yadav
Resort Hotel,0,1,2015,July,27,4,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,114.5,0,0,Check-Out,2015-07-06,229,Kritika Rao
City Hotel,1,107,2016,April,16,14,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,102.3,0,1,Canceled,2016-03-08,49596,Priya Nair
City Hotel,0,74,2016,March,13,20,2,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,82.45,0,1,Check-Out,2016-03-24,48418,Sameer Shah
City Hotel,0,133,2017,April,16,19,0,4,2,0.0,0,BB,ISL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,390.0,,0,Transient-Party,124.0,0,0,Check-Out,2017-04-23,110266,Tanvi Jain
City Hotel,0,0,2015,August,34,18,0,1,1,0.0,0,SC,AGO,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,100.0,0,0,Check-Out,2015-08-19,41640,Rohan Mehta
City Hotel,1,277,2016,November,46,7,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100.0,0,0,Canceled,2016-04-04,60288,Sahil Bansal
City Hotel,0,2,2016,August,33,13,0,1,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,175.65,0,2,Check-Out,2016-08-14,95160,Riya Verma
Resort Hotel,0,2,2017,May,19,7,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,240.0,,0,Transient,79.5,1,1,Check-Out,2017-05-09,36185,Arjun Sharma
Resort Hotel,0,152,2016,September,40,26,2,5,1,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,253.0,,0,Transient-Party,48.5,0,0,Check-Out,2016-10-03,28518,Riya Verma
City Hotel,0,44,2016,June,26,19,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,7.0,,0,Transient,99.1,0,1,Check-Out,2016-06-20,91475,Sameer Shah
Resort Hotel,0,178,2016,July,29,11,1,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,102.9,1,0,Check-Out,2016-07-15,25984,Riya Verma
City Hotel,1,71,2016,June,25,14,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,120.0,0,0,Canceled,2016-04-27,52998,Sahil Bansal
City Hotel,0,13,2016,June,26,20,1,3,2,0.0,0,BB,HRV,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,131.0,0,1,Check-Out,2016-06-24,91689,Kunal Joshi
City Hotel,0,1,2017,February,5,2,0,1,1,0.0,0,BB,PRT,Direct,Direct,1,1,6,E,E,1,No Deposit,,,0,Transient,110.0,0,0,Check-Out,2017-02-03,84854,Neha Gupta
